paper_id	reviewer	issue_id	severity	dimensions	location	observed_evidence	why_it_matters	required_fix	verification_test	evidence_needed	expected_impact	confidence
A23	R1	A23-I3	major	experimental_rigor,limitations_responsible_claims	PDF pp.4–6，§3.2–§4、Tables 5–8；PDF p.8，§6	headline commit−all AUROC 是 post-alignment exploratory estimate；三个 risk CIs 均跨零。±1 pp 等价界是在初始效应后、TOST 重算前设定，只有 coverage 0.8 通过，0.2/0.5 不确定。早/晚 family 的 Holm(3) survivor set 为空。	当前数据支持排序差异的探索性信号，却未证明部署相关 coverage 下风险有改善或等价。事后阈值和同一流上的多轮分析不能替代独立确认。	在新床前固定主 readout 对、coverage、risk 差界值、AUROC/risk 层级和多重性，按 Table 8 的功效目标收集足量样本。	新床上主 risk endpoint 的 CI 排除零或完全进入预注册等价界，并且 AUROC 方向一致；所有 planned families 按固定校正报告。	n≈1960–2820 的预注册独立确认床。	high	high
A23	R1	A23-I4	major	novelty,significance	PDF pp.6–8，§5 Related Work、Table 11、§6 Limitations	first/last/mean aggregation、AUROC 和 risk–coverage 均为标准组件；论文的新颖性定位是把 in-decoding revision 聚合连接到 decode-level selective score。实证只有一个模型、GSM8K、一个 temperature、每题一次生成，且没有对 readout 的干预或第二数据集。	单一事件流上的聚合比较难以说明这是 masked-diffusion decoder 的一般构念问题，而非该 sampler、block 配置或 judge 的偶发现象。实际 risk 增量未建立也限制应用意义。	扩展到多个 remasking 策略、NFE/block、模型和任务，并与常见后验置信度、verbalized confidence、self-consistency/energy 等强基线比较；最好加入会改变决策的风险门控实验。	在独立床上按预注册层级模型估计 readout×setting 交互，报告 selective risk、calibration 和 AUROC；证明 commit 的优势不只存在于单一配置。	跨配置复现、强置信度基线及实际门控效用。	high	high
A23	R2	A23-R2-01	critical	technical_soundness,experimental_rigor,reproducibility	第 2–3 页 §2 标签定义；第 5–7 页主结果；第 8–10 页 manual equivalence audit	原 extraction stage 的 labels 没有保留，全部主分析改用事后 canonical parser 重新标记。n=200 的所谓 canonical-independent audit 实际比较语义等价判断与 last-number heuristic，观察到约 30% 标签翻转；作者又说明该比例只是 upper bound，不能校准全体 n=974。主 AUROC 差仅 0.0278，risk 差约 0–0.7 pp。	标签不确定性远大于待解释效应，且可能与输出形态和置信 readout 系统相关，因此同一噪声标签下的精确配对区间不能证明对真实 correctness 的改进。当前核心结论可能由 parser choice 决定。	由不知道 readout 值的独立标注者对全部 974 个最终答案建立 adjudicated semantic gold labels，或恢复原冻结标签及其 parser；随后在 gold labels 上重算所有 AUROC、risk、coverage 和等价性结果。	至少双人盲标加冲突仲裁，报告一致性；比较 canonical、last-number 与 gold 的混淆矩阵，并证明 commit-all 的主效应在 gold label 下方向、大小和区间均保持。	全量盲审 gold labels、标注协议、分歧仲裁和完整重算。	high	high
A23	R2	A23-R2-02	major	technical_soundness,clarity,limitations_responsible_claims	第 2 页 Eq. (1)；第 3–6 页 AUROC/risk 结果；第 11 页 Appendix A Algorithm 1 与 §A.2	Algorithm 1 的 AUROC 先将每个 decode 的 8 个 block readouts 平均成一个 S_d，再在 974 个 decodes 上排序；Eq. (1)/Appendix A.2 的 risk@coverage 则在每个 block 内按 block readout 排序、计算 risk 后再跨 8 blocks 平均。两者改变了分析单位与排序，不能称为同一个 aligned estimator 的两个指标。	不同聚合顺序可产生不同排名和选择集，因此 AUROC 提升与 risk 近等价并不构成同一 gate 的互补证据；其差异可能只是 estimand 不一致。	先定义实际部署单位：若每题一个 gate，则两类指标都使用相同 decode-level score；若每 block gating，则 AUROC 也在预先定义的 block estimand 上计算，并处理同题相关性。	对统一 score/analysis unit 同时重算 AUROC、risk-coverage 曲线与 selected sets；所有 bootstrap 必须在 decode 层聚类，且正文逐项核对相同 coverage 下的成员。	统一 estimand 的分析代码、选中样本清单与重算区间。	high	high
A23	R2	A23-R2-03	major	reproducibility,experimental_rigor	第 7–9 页 provenance/限制；第 12–14 页 artifact 与 decoder 说明	稿件无法给出生成该流的 remasking policy、generation seed 与完整 prompt，不能重新 decode；原始 event stream 是否匿名发布仍取决于 data-steward/provenance 批准，目前仅承诺 analysis layer。	没有 event stream 就无法核查 block readout、标签或聚合；没有生成配置也无法判断此流是否典型或复制结论。对单一、不可再生档案的分析难以作为可审计方法证据。	发布去标识的全部事件、targets、输出、标签和 analysis manifest，并恢复完整 checkpoint/prompt/decoder/seeds；若不能，明确把工作降格为不可复现实例报告。	独立方从发布包逐项重建三种 readout、974 个 labels 与全部表图；使用冻结配置重新生成一个独立 stream 并复现方向。	完整匿名 event-level artifact、生成配置和独立重放。	high	high
A23	R2	A23-R2-04	major	experimental_rigor,significance,limitations_responsible_claims	第 1 页摘要；第 4–8 页主分析与敏感性；第 9–10 页讨论	aligned paired AUROC、多个诊断和等价性框架均在已有 stream 上事后形成；没有 held-out stream、重复 generation seeds、另一模型或另一任务。全部证据来自同一模型、GSM8K 与一次 decode/题。	在同一档案上选择 readout、聚合和诊断会低估分析选择的不确定性。即使修复标签，也只能说明该流内的描述性差异，不能支持一般构念或稳定 risk ranking。	冻结标签、score aggregation、coverage grid、equivalence margin 与检验族，在独立 seeds 和未使用的数据上确认，并至少跨一个模型或任务重复。	确认集在任何分析前密封；主差值的方向与预设实质阈值需跨 seeds 保持，并报告异质性而非只汇总 pooled result。	独立预注册复制、多 seed 与跨场景结果。	high	high
A23	R2	A23-R2-05	major	technical_soundness,significance,limitations_responsible_claims	第 5–7 页 risk@coverage/TOST；第 9–10 页 risk-gating 讨论	研究只在同一数据上离线排序，没有 held-out calibration、阈值迁移、选择性覆盖保证或实际拒答/早停 intervention。±1 pp 等价界是在查看效应后确定，且仅 c=0.8 通过；c=0.2 与 0.5 的区间不满足该界。	AUROC 或样本内 risk 差不能保证部署时 coverage/risk，事后 margin 也不能把未校准 selector 变成风险控制器。标题中的 risk-gated decoding 因而超过已实现证据。	若保留 risk-gating 主张，应在独立 calibration/test split 上预设可接受 risk 与 coverage，冻结阈值并执行实际 gate；否则将论文限定为 offline readout comparison。	只用 calibration set 选择阈值，在 untouched test set 报告带有限样本区间的 achieved coverage、risk 与 baseline；重复 seeds 验证稳定性。	预注册等价界、held-out calibration/test 与实际 gating 结果。	high	high
A23	R3	A23-I1	critical	technical_soundness,experimental_rigor,reproducibility	第 5 页第 4 节首段；第 8 页表 10；第 9 页第 6 节	原始提取阶段的正确性标签没有保留，当前数字来自对冻结预测文本的事后 canonical extractor 重跑。作者抽查 200 条并与另一个提取器比较，标签翻转率达 30%，主要由 last_num 分支分歧驱动；作者明确称其只是噪声上界而非校准估计。	所有 AUROC、风险覆盖曲线和 TOST 都以该二元正确性标签为结果变量。30% 的未校准分歧远大于主效应（风险差多在 1 个百分点内、AUROC 差 0.0278），因此方向和决策均可能由标签规则决定。	在预先定义、与读出分数无关的规则下建立人工金标准（优先覆盖全部 974 条，至少采用概率抽样并双人盲标、分歧仲裁），报告各提取器的混淆矩阵，并以金标准标签重算全部主分析。	锁定标签协议后，独立复算者应从冻结回答生成同一标签；在金标准标签上重新估计 commit-all 的 AUROC 差、三个覆盖率风险差及 TOST，并报告标签不确定性的敏感度区间。	逐题预测文本、各提取器输出、盲标记录与仲裁结果，以及从标签到表 5/8/9 的可执行映射。	high	high
A23	R3	A23-I2	critical	reproducibility,experimental_rigor	第 5 页第 4 节；第 9 页 Data and analysis release；第 9 页结论	论文明确指出 remasking policy、generation seed 和 prompt template 均未记录，因此包括作者在内无人能重建该 decode bed；原始 event-stream bundle 的释放还取决于项目数据管理员决定。	commit/first 的定义直接依赖 remasking 与修订轨迹。只可重复分析现有流、不可重复生成该流，无法排除结果是某个未记录解码配置或随机实现的偶然产物。	从明确版本的模型与数据重新生成前瞻性床，完整记录并发布 prompt、remasking 算法及参数、随机种子、软件环境、模型/数据/输出哈希和逐步事件流。	第三方从配置和种子重新执行后，应逐项匹配事件流哈希或在预先声明的随机重复协议下复现方向与效应区间。	可执行解码配置、版本锁、模型与数据标识、每题种子、原始事件流及完整性哈希。	high	high
A23	R3	A23-I3	major	experimental_rigor,significance,limitations_responsible_claims	第 1 页摘要；第 8 页第 6 节；第 9 页结论	证据仅包含一个模型、GSM8K 一个任务、一个温度和每题一次生成；没有跨生成种子、候选样本、任务或模型重复。论文自己估算，1 pp 界限的决定性重复约需 1960--2820 个 decode。	题目抽样自助法只能量化对这组冻结回答的题目不确定性，不能量化解码随机性或跨床外推。当前区间不足以支持一般性的 readout 一致性判断。	按预先锁定的读出和标签协议，在至少一个新模型/任务及每题多个独立生成种子上重复；样本量应达到文中功效目标，并分解题目与生成随机效应。	前瞻性重复中同时报告每个床和分层汇总的 AUROC 差、相同聚合层级的 risk 差与 TOST；检查方向、效应异质性和覆盖率依赖。	新床的功效分析、独立种子、逐题逐生成记录和预注册分析代码。	high	high
A23	R3	A23-I4	major	technical_soundness,clarity	第 2 页式 (1) 与 2.1 节；第 5 页表 5；第 11--12 页附录 A.1--A.2	AUROC 使用每个 decode 跨八个 block 平均后的单一分数进行排序；risk@coverage 则按 block 分别形成风险后再跨 block 平均。两者虽然共享 decode 与 readout，却没有共享完全相同的排序单位和聚合算子。	聚合层级本身可改变排序、保留集合和风险，因而 AUROC 与 risk 的差异不能只归因于评价量纲不同。“aligned”会让读者误以为除了指标外其余估计目标完全相同。	增加真正同单位的主对比：用同一 decode 级分数与同一 retained set 同时计算 AUROC 和风险；或明确将现有分析称为部分对齐并把 block 聚合差异列为潜在解释。	在共享 decode 级排序下重算三个覆盖率的风险差；若结论不变，报告与原表 5 的差值及 retained-set 重叠。	每个 decode 的 block 级和汇总 readout、各覆盖率 retained-set 与两种聚合规则的并排结果。	medium	high
A23	R3	A23-I5	major	experimental_rigor,limitations_responsible_claims	第 6 页表 8；第 13--14 页附录 C/E	配对 AUROC 是看到既有分析后的 post-alignment 探索性对比；±1 pp 的 TOST 界限也在原始效应估计之后、重算之前确定。三个覆盖率中只有 0.8 接受等价，0.2 与 0.5 均不确定。	事后确定对比与等价界限会引入选择自由度，且单一高覆盖率等价不能概括整个风险曲线。压力测试和置换稳定性不能代替独立的确认性重复。	把现有结果明确限定为假设生成；在独立数据上预注册读出、聚合、覆盖率、1 pp 界限、多重性控制和标签协议后复验。	独立重复需在预定 family 上同时给出校正后的检测与 TOST 决策；只有预定覆盖率全部达到相应门限时才作曲线级结论。	带时间戳的预注册、独立冻结床和完整 family-level 结果。	high	high
A31	R1	A31-I1	major	novelty,significance	PDF pp.1–2，Abstract、§1；PDF pp.9–10，§5 Related Work 与 §6 Conclusion	论文的核心结论是 active-block recorder 的 identity-lock period 随记录 block length 变化，并将可迁移产出表述为一套报告规则。相关工作表显示最接近研究测量不同维度；本文没有新模型、解码算法或机制识别，且 schedule-aligned 读数对一个只观察 active block 的 recorder 有较强先验可预期性。	当前研究很好地告诫不要把仪器几何误读为模型机制，但其科学增量主要是一个实现特定的反例和报告规范，尚未显示该问题会系统性改变更广泛的 dLLM 结论。	增加主动/被动双 recorder、多个 sampler/模型/任务上的对照，并与已有 position-resolved commit/periodicity 方法直接在同一维度比较；把可迁移的新命题明确写成可证伪形式。	在不同 recorder 窗口下记录同一轨迹，并跨至少两个模型和 sampler 预注册检验 P* 是否只跟 recorder L、也跟 sampler latent schedule，或两者交互。	跨 recorder、sampler、模型的直接复现和最近同维度基线。	high	high
A31	R1	A31-I2	major	technical_soundness,experimental_rigor,limitations_responsible_claims	PDF pp.3–4，§2 Matched intervention and scope；PDF pp.8–9，§4 Limitations	在固定总 NFE 下改变 L 会必然改变 partition 与每块 step allocation；没有 uniform-allocation arm，也没有同一轨迹的 dual-recorder 对照。active-block recorder 同时受 model state、sampler state 和 observation window 影响。	观察到 P*=L 不能判断边界由记录窗口直接制造，还是由每块解码动态/状态传递产生。没有分解就无法把结果转化为对模型诊断设计的具体机制性建议。	做 partition×allocation 的可分离实验，并让 active-block 与 full-canvas/passive recorder 同时观察同一底层轨迹；必要时直接记录 sampler state transfer。	若只换 recorder 而固定轨迹时周期随观察窗口变化，可定位为 recorder artifact；若两 recorder 都随 sampler L 变化，则需要进一步 sampler-state 干预。报告完整交互。	factorial schedule 实验和同轨迹双 recorder 日志。	high	high
A31	R1	A31-I3	major	technical_soundness,experimental_rigor	PDF pp.3–7，§2–§3.3，Tables 2–7；PDF p.13，Appendix A.4，Table 11	min–max separation 是离散极值统计，L48 probe 只有一个 boundary locus，L32 control 的 firing probability 仅 0.8805 且 stability band 触零。更关键的是 Appendix A.4 显示原 within-block threshold 对 25 个错误候选触发 10 次（40%）；修正 margin 的 red-team 是跨条件比较，不是每臂数据打乱下的 false-positive calibration，L24 的 pmargin=0.055/0.071 仍边缘。	bootstrap modal selection=1 主要反映观察样本下的离散稳定性，不等于错误发现受控。缺少有效 arm-specific null 时，五臂都选 L 的显著性强度可能被夸大，尤其是低边界基数 probes。	在研究前定义有正确 type-I error 的选择性检验，用合成 null、已知干净的真实 arm 或可交换生成机制校准；报告候选搜索的 family-wise error 和低边界基数下的功效。	大量 null simulations/negative-control runs 下整体误选率不超过预设 α，并在独立 positive controls 上达到预设功效；所有候选与阈值在数据前冻结。	有效 null 生成器、选择性误差校准及独立重复。	high	high
A31	R1	A31-I4	major	experimental_rigor,limitations_responsible_claims	PDF pp.3–4，Registration and two-layer reachability；PDF p.11，Appendix A.1，Table 9	min–max estimator 是在 development control 失败后选择、虽在 treatment 前登记；更重要的是 amendment v3 在观察 treatment 数据后撤回 model-intrinsic decision branch。canvas-96 probes 随后单独预注册，但不能使已经看过的主结果恢复确认性。	作者当前的 recorder-level 限定是正确的，但结论层级随数据改变说明原科学假设没有在干净确认流程中通过。透明记录不能消除 outcome-contingent scope change。	把当前全套分析视为开发性工作，在全新模型/题目/运行上冻结 estimator、候选网格、null、scope 和结论门后一次性复现。	带时间戳的注册早于任何新运行，所有 planned arms 完成，主结论不依赖事后删改分支；公开 deviations 表应为空或仅含非结论性执行细节。	独立、完全预注册的确认研究。	high	high
A31	R1	A31-I5	major	reproducibility,significance	PDF pp.8–9，§4 Limitations；PDF pp.16–17，Appendix B、Table 15	研究只覆盖一个 LLaDA-8B-Instruct-scale 私有本地 checkpoint 和 GSM8K；该 checkpoint 与公开 LLaDA-8B-Instruct 并非 byte-identical，不能授权发布。L32 control 复用既有连续子池；cross-seed variance 不在 estimand 内，匿名 supplement 是否公开也待 provenance approval。	外部研究者无法使用相同 checkpoint 重建生成结果，单一 deterministic seed/题池也无法量化模型、问题采样或运行变异。结果可能只属于本地模型和 recorder 实现。	在公开 checkpoint 上完整复现并发布 events/scripts；用多个独立 question subsets 或 seeds，重新运行同 session 的 L32 control，并跨任务验证。	公开工件可在独立环境重建 Table 2–8；公开模型上的预注册 P*=L 关系和无 fixed-32 结果与当前方向一致。	公开模型复现、fresh controls、多 seed/subset 与可访问匿名事件流。	high	high
A31	R2	A31-R2-01	major	technical_soundness,experimental_rigor	第 3–6 页 detector 定义与主结果；第 8–10 页 red-team/null audit；第 14–16 页阈值敏感性	原冻结 within-block threshold 在 25 个错误候选中有 10 个（40%）通过，说明不能解释为有校准的 period detector。当前主依据改为看过失败后定义的 top-minus-second margin，并用同一批 treatment arms/candidate structure 评估；没有独立 clean null arm 给出 arm-level 或 family-level FPR。	候选 period 的距离统计天然受块结构影响，事后 margin 可选择性放大 P=L 与次优候选的差。bootstrap 只刻画当前样本稳定性，不能替代在无真实 period 时的错误发现率。	在不含 schedule-locked signal、但保留相同长度与边际分布的独立 null streams 上冻结 detector 与阈值；同时在未使用的 treatment streams 上评估 power，并校正候选搜索。	先锁定候选网格、score、margin 与决策阈值；大量独立 null arms 的 family-wise FPR 应低于预设水平，且新 treatment arms 的 P=L power/coverage 达到预设标准。	独立 null/treatment calibration、候选搜索校正与完整 FPR/power 曲线。	high	high
A31	R2	A31-R2-02	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第 2–4 页 recorder 与 intervention 定义；第 6–8 页主结果；第 10–12 页解释边界	active-block recorder 只记录当前 sampling block，其可见 token/support 在每个 L 边界机械重置。改变 L 还同时改变 partition 与 required per-block allocation；没有在同一 decode 上保持恒定支持集的 full-canvas recorder，也没有分离这两个因素的 factorial intervention。	P=L 很可能是测量窗口定义的几何结果。当前研究证明了 recorder 追随自己被调度的边界，却不能判断日志中是否还有独立的模型行为或 allocation effect；即使限定为 recorder-level，识别内容仍接近定义性。	对同一随机解码轨迹并行记录 active-block 与 full-canvas/constant-support events，并正交改变 partition boundary 和 per-block allocation；预先定义 recorder×schedule 交互。	若现象来自 recorder，P=L 应只在 active-block channel 随 L 移动；若来自模型或 allocation，应在恒定支持 recorder 上仍出现可预测变化。factorial interaction 需给区间。	双记录器同轨迹数据与正交 intervention。	high	high
A31	R2	A31-R2-03	major	experimental_rigor,technical_soundness,limitations_responsible_claims	第 7–9 页 96-token nonnested probes；第 13–15 页 probe 细节	nonnested probes 使用与主 arms 不同的 96-token canvas。L=24 的 corrected margin 证据边缘（报告的 p_margin 约 0.071），L=48 虽约 p=0.021，但 96-token canvas 只有一个内部 48 边界（|B48|=1），对单个边界异常高度敏感。	这两项不足以稳健排除固定 32-token 周期、canvas-specific artifact 或偶然边界。它们是支持性 probes，而不是对 aliasing 的强确认。	为每个 nonnested L 使用包含多个内部边界的更长 canvas、多个 independent decodes/seeds，并加入固定 P=32 的预注册竞争假设；保持 recorder 和其他配置与主 arms 一致。	在每 arm 至少多个边界与多个 seeds 下，P=L 相对 P=32 的 margin 区间应排除零，leave-one-boundary-out 后仍保持。	多边界、多 seed nonnested arms 与边界影响分析。	high	high
A31	R2	A31-R2-04	major	reproducibility,experimental_rigor	第 9–11 页 provenance；第 16–18 页 artifact/manifest 说明	实验使用的私有 checkpoint 与公开版本不是 byte-identical，且不能重新发布；event streams/scripts 的匿名发布仍依赖 provenance 批准。稿件还披露 estimator source 在 manifest 后被触碰，虽在第二环境重推结果，但审稿对象中没有可执行 artifact 供独立验证。	中心结果完全依赖事件记录语义与细微 detector 实现；checkpoint、events 或确切代码任一不可得都会阻止第三方重建，也无法排除版本漂移。	发布所有去标识 event streams、不可变 estimator 版本、环境锁文件与 hashes；若 checkpoint 不能发布，至少在可公开 checkpoint 上运行完整复制并量化差异。	独立环境从发布 artifact 重建每个 candidate score、separator、bootstrap 与表格；公开 checkpoint 复制应预先定义容许偏差并保持 period-follow-L。	可执行匿名 artifact、版本 hashes 与公开 checkpoint 复制。	high	high
A31	R2	A31-R2-05	minor	significance,clarity,limitations_responsible_claims	第 8–10 页 content analysis；第 10–13 页讨论与结论	content association 来自另一个 L=32/NFE=32 bed，而非跨主 arms 的共同分析；报告 tau=0.272，并称到 BIN16 仍可见，但 BIN32 已没有足够分辨率/检验力。它不能验证五个 schedule arms 中的 period 机制。	将单独床的弱内容关联与 recorder geometry 并列，容易给中心结论增加并不存在的机制含义。论文当前最清楚的贡献是 instrumentation warning，而不是 content-linked dynamics。	把 content analysis 明确降为独立探索性附录；若要保留机制贡献，应在所有 arms 用同一预注册 content feature 与分辨率检验 interaction。	跨 arms 的 content×boundary 或 content×L 交互在预注册粒度下复制，且不依赖选择 bin width；否则结论只保留 recorder-level 描述。	跨 arm 内容分析或更窄的最终主张。	medium	high
A31	R3	A31-I1	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第 3--4 页 min--max period separation 与表 2；第 6 页表 5；第 13 页附录 A.4 表 11	注册检测规则要求 sep(P*)>0 且 bootstrap 中 P* 众数比例≥0.95；bootstrap 只说明对题目重采样的选择稳定性，并非 null-calibrated false-positive test。作者后来发现原 within-block permutation gate 在错误候选上触发 10/25（40%）。修正 top-minus-second margin 的离散 p 值在 L16/L64/L48/L32 低于 0.05，但 L24 为 0.071；文中未给五 arm/候选的整体多重性决策。	稳定地选择一个候选不等于排除结构化零假设。已知旧 gate 严重反保守，而新 gate 又未覆盖全部 headline arms，因而“all five detected”比校准证据更强。	预先定义一个保持位置自相关、边界异方差和候选选择过程的有效零假设；对完整 P* 选择算法校准 family-wise I 类错误，并将 L24 明确列为未通过，直至独立重复达到门限。	在大量保留现实空间结构但无 schedule-locked 信号的模拟/置换床上，整套选择规则的 family-wise 假阳性率应≤0.05；在新数据上所有预定 arm 的校正 p 值均通过才可作 all-arm claim。	零假设生成器、完整选择流程的误报模拟、family 定义、校正决策和独立 L24 重复。	high	high
A31	R3	A31-I2	major	experimental_rigor,technical_soundness	第 5 页表 3；第 7 页第 3.2 节；第 9 页 Boundary cardinality 限制	bootstrap 仅对 300 个 decode 重采样，canvas boundary loci 固定。表 3 显示 L48 的 boundary set 只有 1 个位置、L24 只有 3 个；L32 稳定带还触及零。	对题目稳定不能代表对边界位置、canvas 对齐、padding 或 offset 的稳定。尤其 L48 的正分离是单一位置读数，无法估计边界层面的变异。	增加多个 canvas 长度、起点偏移与边界位置重复；在层级重采样/模型中同时把题目和 boundary locus 作为抽样维度，并预定最小边界数。	leave-one-boundary-out、随机 offset 和 boundary-level bootstrap 后仍选择同一 P*，且区间不依赖任何单一 locus。	逐题逐位置 d(r)、多个 offsets/canvases、边界层级方差与影响诊断。	high	high
A31	R3	A31-I3	major	technical_soundness,experimental_rigor,significance	第 1--4 页摘要、表 1 与 Matched intervention and scope；第 9 页 Composite intervention 限制	在固定总 NFE 下改变 L 必然同时改变 block partition 和 required per-block step allocation；active-block recorder 又只观察当前 block。论文承认这是 partition-plus-allocation 的复合处理，且没有 full-canvas/passive recorder 对照。	结果不能区分是边界几何、每块更新次数、active window 截断还是其交互造成周期。即使不作模型机制声称，测量层的因果解释仍不唯一，贡献接近 recorder 定义的直接后果。	采用 factorial intervention 分别操纵 partition 与 step allocation，并在相同 trajectory 上同时运行 active-block 和 full-canvas/passive recorder；比较同一模型状态下的读出。	在 allocation 固定时只改变 partition、以及 partition 固定时只改变 allocation，分别估计 period/幅度；dual-recorder 差分应定位 active window 的贡献。	factorial arm 配置、共享题目/种子输出、dual-recorder 事件与交互效应。	high	high
A31	R3	A31-I4	major	experimental_rigor,limitations_responsible_claims	第 2、7、9 页 L32 development control；第 11 页表 9	L32 使用预存 contiguous decode_id [345,645) 子集；初始 signed-mean estimator 在该 development control 失败后被 min--max 规则替换，随后才运行 treatment arms。L32 的当前 firing probability 仅 0.8805，是五 arm 最弱且稳定带触零。	治疗 arm 对锁定规则可视为前瞻性，但 L32 本身参与了 estimator 选择，不能同时作为无偏确认性 control。弱稳定性提示选择可能贴合该预存样本。	在 estimator 与 gate 完全锁定后，用新题目、新 session/seed 对 L32 进行独立复验；将原 L32 明确标为 development-only。	盲运行的新 L32 数据应在预定 detection/null-calibration gate 上通过，并复现效应大小与 rank-sum 结果。	锁定时间戳、新样本清单、运行日志和未调参的完整结果。	medium	high
A31	R3	A31-I5	major	reproducibility,significance,limitations_responsible_claims	第 2 页 Model bed；第 9 页 Bed and grid；第 16--17 页附录 B	所有实证来自一个模型家族/私有 checkpoint、GSM8K、temperature 0 和一组固定 grids。checkpoint 与公开 LLaDA-8B-Instruct 非逐字节相同，且释放需要授权；事件/脚本 supplement 也受 provenance approval 约束。	schedule artifact 可能依赖具体 decoder、recorder、任务长度与实现。没有跨模型/任务/采样规则重复且关键 checkpoint 不可自由获得，普适 reporting rule 的经验基础和复现路径均有限。	在可公开的至少两个模型实现、不同任务/长度分布和 recorder/decoding variants 上前瞻性重复，并发布足以端到端重建的事件与配置。	第三方在公开 checkpoint 上能重建 arm 并复现 period-selection pattern；跨床报告预定效应与异质性，而非只合并成功案例。	公开 checkpoint/替代床、完整 decode 配置与种子、原始事件、跨床结果。	medium	high
A32	R1	A32-I1	major	novelty,significance,citation_integrity	第 1 页第 1 节贡献 1；第 7 页第 7 节 Related Work；第 8 页第 9 节结论	论文把“exact two-component decomposition”列为首项贡献，但该式由 SCE=E[conf]−E[acc] 的定义直接相减得到；相关工作主要分别介绍 masked diffusion、校准和答案匹配，没有用逐项对照说明其经验分析相对既有长度-校准或提示扰动研究的新边界。	代数恒等式不能单独承担 ICLR 级概念新颖性。若真正贡献是审慎的负面因果检验，论文需要把新颖性放在设计、可排除的效应范围及适用边界上，否则容易把实现/报告新颖性误写成理论新颖性。	重写贡献与相关工作定位：将恒等式降为记账工具；建立与最接近的长度-校准分析、序列长度扰动和模型置信度测量工作的逐轴比较，明确本文新增的是哪一种随机化、估计量、效应排除或可复现证据。删除或严格限定任何“首次/精确分解”式暗示。	检查摘要、引言、相关工作和结论是否一致把主贡献表述为经预注册的同题负面检验；并确认至少一张比较表或一段逐项论证覆盖问题、干预、估计量、模型与结论范围，而非只列引用。	系统的邻近文献比较；若仍主张方法新颖性，需要指出现有方法无法给出的具体输出，并由本文实验证明。	high	high
A32	R1	A32-I2	major	experimental_rigor,significance,limitations_responsible_claims	第 2 页第 2 节 Within-item causal check 与表 1；第 8 页第 8 节 Limitations	唯一随机干预是在同一 GSM8K/LLaDA-8B-Instruct 床上加入 37 个统一、无内容的冗余 token；它同时显著降低置信度与准确率，却只排除了这一特定剂量下达到 +0.2227 的 signed-gap 扩大。论文也承认没有覆盖有语义长度、其他剂量、其他模型或解码器。	自然提示长度变化通常伴随信息量、结构、位置和难度变化。无内容 filler 的负结果只否定一个很窄的纯长度通道，不能解释观察性差异的来源，也不足以成为一般“长度不致失校准”的结果。	将标题、摘要和所有结论严格限定为“+37-token 无内容冗余填充、单模型单解码设置”；若要提高贡献层级，增加预先规定的多剂量、有语义但答案保持不变的干预，并在至少一个额外 masked-diffusion 模型或解码设置上复现。	逐处核对是否没有把 content-free filler 外推为一般 prompt length；新实验应同题配对、固定预算、报告剂量曲线与聚类区间，并明确检验交互作用而非只并排显著性。	内容保持/语义长度干预、多个剂量、第二模型或解码方案的配对结果；最好包含机制可区分的干预设计。	high	high
A32	R1	A32-I3	major	experimental_rigor,technical_soundness,reproducibility,limitations_responsible_claims	第 3–4 页第 3 节；第 6–7 页第 6 节 judge validation；第 10–11 页附录 A/B	MATH500 的 v2 judge 在 30 个已选锚点上为 30/30，但锚点是目的性而非概率样本；论文披露 accepted stratum 仍存在隐藏 false accept，并明确 FULL-193 两层人工补标尚未完成。相应的校正区间跨零，且作者正确称其为 design sensitivity 而非经典置信区间。	第二床是论文外部有效性的唯一支撑，但当前判分误差的方向和全床比例不可识别。因此原始 +0.2382 不能验证迁移，现有证据只支持“尚未决定”。	完成预先声明的两层概率抽样人工标注，冻结判分规则后重新估计 judge error、校正后的 SCE 差及不确定性；在完成前，将原始 v2 正区间从摘要的显著位置降为未校正诊断，并避免把它作为跨床复制。	核查人工样本的抽样概率、双标注/仲裁、盲法、分层权重和缺失处理均预先固定；主结论必须由校正区间的预设判据决定，且所有 judge 口径只保留一个主结果。	FULL-193 或统计功效等价的概率抽样人工金标准、标注者一致性、分层误差矩阵以及基于该设计的校正区间。	high	high
A32	R1	A32-I4	minor	clarity,reproducibility	第 1–4 页的 SUPPORT/NOT_IDENTIFIED/POWER_LIMITED 标签；第 10–11 页多种 sealed、v2、lenient 与 anchor-corrected 口径	同一第二床同时出现 v2 composite、isin sensitivity、lenient two-component、human-anchor corrected 以及 sealed/fragility lineage 数值；虽然文字逐项限定，读者仍需跨多页才能确定哪一个是主估计、哪一个不可引用。	过多状态词和谱系读数使核心负面结论更难核验，也提高误引未校正正结果的风险。	在主文加入单一决策表，只列每个研究问题的估计量、主区间、状态和允许的结论；把废弃/谱系数字移到附录并清楚标为非结果。	一名只读摘要、主结果表和结论的审稿人应能唯一回答三个问题：观察性幅度是多少、随机干预排除了什么、跨床是否建立。	不需要新实验；需要统一的结果层级与引用规则。	medium	high
